Filename,Original,Translate
trad_divina_commedia_inferno_2_2.csv,"ch  non soccorri quei che t am  tanto,",Perche  non aiuti chi ti ama cosi  tanto?
trad_divina_commedia_inferno_2_2.csv,ch usc  per te de la volgare schiera?,Che per il tuo bene ha lasciato la mandria volgare?
trad_divina_commedia_inferno_2_2.csv,"Non odi tu la pieta del suo pianto,",Non senti l angoscia nelle sue lacrime?
trad_divina_commedia_inferno_2_2.csv,non vedi tu la morte che  l combatte,Non vedi la morte che lo tormenta?
trad_divina_commedia_inferno_2_2.csv,su la fiumana ove  l mar non ha vanto?  .,sul fiume gonfio dove il mare non pu  prevalere? 
trad_divina_commedia_inferno_2_2.csv,Al mondo non fur mai persone ratte, Mai gli uomini sulla terra furono cos  veloci da cercare
trad_divina_commedia_inferno_2_2.csv,"a far lor pro o a fuggir lor danno,","il loro bene o per sfuggire al loro male come io,"
trad_divina_commedia_inferno_2_2.csv,"com io, dopo cotai parole fatte,","dopo che queste parole furono dette,"
trad_divina_commedia_inferno_2_2.csv,"venni qua gi  del mio beato scanno,"," per scendere qui dal mio posto benedetto,"
trad_divina_commedia_inferno_2_2.csv,"fidandomi del tuo parlare onesto,",fidarsi del nobile discorso che ti onora
trad_divina_commedia_inferno_2_2.csv,ch onora te e quei ch udito l hanno .,e coloro che l hanno badato. 
trad_divina_commedia_inferno_2_2.csv,"Poscia che m ebbe ragionato questo,","Dopo avermi detto queste cose,"
trad_divina_commedia_inferno_2_2.csv,"li occhi lucenti lagrimando volse,","volt  via gli occhi, ora splendente di lacrime,"
trad_divina_commedia_inferno_2_2.csv,per che mi fece del venir pi  presto.,Mi rende piu  ansioso di partire.
trad_divina_commedia_inferno_2_2.csv,E venni a te cos  com ella volse ,E cosi  sono venuto da te come voleva lei.
trad_divina_commedia_inferno_2_2.csv,d inanzi a quella fiera ti levai,Ti ho salvato dalla bestia che ti negava
trad_divina_commedia_inferno_2_2.csv,che del bel monte il corto andar ti tolse.,la breve strada per la montagna del piacere.
trad_divina_commedia_inferno_2_2.csv,"Dunque  che  ? perch , perch  restai,","  E allora? Perch , perch  ritardate?"
trad_divina_commedia_inferno_2_2.csv,"perch  tanta vilt  nel core allette,",Perche  lasci che questa codardia ti regoli il cuore?
trad_divina_commedia_inferno_2_2.csv,"perch  ardire e franchezza non hai,","Perch  non sei pi  spiritoso e sicuro,"
trad_divina_commedia_inferno_2_2.csv,poscia che tai tre donne benedette, quando tre donne cos  benedette
trad_divina_commedia_inferno_2_2.csv,"curan di te ne la corte del cielo,",prendersi cura di te nella corte del Cielo
trad_divina_commedia_inferno_2_2.csv,e  l mio parlar tanto ben ti promette? .,e le mie parole promettono tanto bene? 
trad_divina_commedia_inferno_2_2.csv,Quali fioretti dal notturno gelo,"Come piccoli fiori, piegati e chiusi"
trad_divina_commedia_inferno_2_2.csv,"chinati e chiusi, poi che  l sol li  mbianca,","con freddo di notte, quando il sole"
trad_divina_commedia_inferno_2_2.csv,"si drizzan tutti aperti in loro stelo,","li illumina, stanno tutti aperti sui loro gambi,"
trad_divina_commedia_inferno_2_2.csv,"tal mi fec io di mia virtude stanca,","cos , nella mia forza in difetto, sono diventato."
trad_divina_commedia_inferno_2_2.csv,"e tanto buono ardire al cor mi corse,",E cos  tanto coraggio versato nel mio cuore
trad_divina_commedia_inferno_2_2.csv,ch i  cominciai come persona franca ,"che ho cominciato, come uno ha fatto risoluto,"
trad_divina_commedia_inferno_2_2.csv, Oh pietosa colei che mi soccorse!," Oh quanto era compassionevole per aiutarmi,"
trad_divina_commedia_inferno_2_2.csv,e te cortese ch ubidisti tosto,"quanto sei stato cortese, cos  pronto ad obbedire"
trad_divina_commedia_inferno_2_2.csv,a le vere parole che ti porse!,le parole veritiere che ti ha detto!
trad_divina_commedia_inferno_2_2.csv,Tu m hai con disiderio il cor disposto, Le tue parole hanno fatto il mio cuore
trad_divina_commedia_inferno_2_3.csv," Per me si va ne la citt  dolente,","Attraverso di me la strada per la citt  di Woe,"
trad_divina_commedia_inferno_2_3.csv,"per me si va ne l etterno dolore,","Attraverso di me la strada verso la schiena eterna,"
trad_divina_commedia_inferno_2_3.csv,per me si va tra la perduta gente.,Per il modo in cui ho perso.
trad_divina_commedia_inferno_2_3.csv,Giustizia mosse il mio alto fattore ,La giustizia ha spostato il mio maker al liceo.
trad_divina_commedia_inferno_2_3.csv,"fecemi la divina podestate,",Il potere divino mi ha fatto...
trad_divina_commedia_inferno_2_3.csv,la somma sap enza e  l primo amore.,"WISDOM SUPREME, E PRIMAL LOVE."
trad_divina_commedia_inferno_2_3.csv,Dinanzi a me non fuor cose create,"Prima di me non c era niente, ma cose eterne..."
trad_divina_commedia_inferno_2_3.csv,"se non etterne, e io etterno duro.",E ho concluso eternamente.
trad_divina_commedia_inferno_2_3.csv,"Lasciate ogne speranza, voi ch intrate .","Abbandonate tutti la speranza, voi che entrate qui."
trad_divina_commedia_inferno_2_3.csv,Queste parole di colore oscuro,"Queste parole, scure di tonalit , ho visto inscritto"
trad_divina_commedia_inferno_2_3.csv,vid  o scritte al sommo d una porta ,E poi ho detto 
trad_divina_commedia_inferno_2_3.csv,"per ch io   Maestro, il senso lor m   duro .","Maestro, per me il loro significato   difficile."
trad_divina_commedia_inferno_2_3.csv,"Ed elli a me, come persona accorta ","E lui, come colui che ha capito "
trad_divina_commedia_inferno_2_3.csv, Qui si convien lasciare ogne sospetto ," Qui dovete bandire ogni diffidenza,"
trad_divina_commedia_inferno_2_3.csv,ogne vilt  convien che qui sia morta.,qui ogni codardia deve essere uccisa.
trad_divina_commedia_inferno_2_3.csv,Noi siam venuti al loco ov i  t ho detto, Siamo arrivati dove ho detto
trad_divina_commedia_inferno_2_3.csv,che tu vedrai le genti dolorose,tu vedresti i miserabili peccatori
trad_divina_commedia_inferno_2_3.csv,c hanno perduto il ben de l intelletto .,che hanno perso il bene dell intelletto. 
trad_divina_commedia_inferno_2_3.csv,E poi che la sua mano a la mia puose,E dopo aver messo la mano sulla mia
trad_divina_commedia_inferno_2_3.csv,"con lieto volto, ond io mi confortai,","con uno sguardo rassicurante che mi ha dato conforto,"
trad_divina_commedia_inferno_2_3.csv,mi mise dentro a le segrete cose.,mi condusse verso cose sconosciute all uomo.
trad_divina_commedia_inferno_2_3.csv,"Quivi sospiri, pianti e alti guai","Ora sospira, forte gemito, lamento"
trad_divina_commedia_inferno_2_3.csv,"risonavan per l aere sanza stelle,","risuonava attraverso l aria senza stelle,"
trad_divina_commedia_inferno_2_3.csv,per ch io al cominciar ne lagrimai.,perch  anch io cominciassi a piangere.
trad_divina_commedia_inferno_2_3.csv,"Diverse lingue, orribili favelle,","Lingue sconosciute, orribili accenti,"
trad_divina_commedia_inferno_2_3.csv,"parole di dolore, accenti d ira,","parole di sofferenza, grida di rabbia, voci"
trad_divina_commedia_inferno_2_3.csv,"voci alte e fioche, e suon di man con elle","forte e debole, il suono delle mani che schiaffeggiano..."
trad_divina_commedia_inferno_2_3.csv,"facevano un tumulto, il qual s aggira","tutti questi hanno fatto un tumulto, sempre vorticoso"
trad_divina_commedia_inferno_2_3.csv,"sempre in quell aura sanza tempo tinta,","in quell aria nera e senza tempo,"
trad_divina_commedia_inferno_2_3.csv,come la rena quando turbo spira.,come la sabbia   roteata in un vortice.
trad_divina_commedia_inferno_2_3.csv,"E io ch avea d error la testa cinta,","E io, la mia testa circondata dall errore, dissi "
trad_divina_commedia_inferno_2_3.csv,"dissi   Maestro, che   quel ch i  odo?"," Maestro, che cosa   questo che sento, e ci  che la gente"
trad_divina_commedia_inferno_2_3.csv,e che gent    che par nel duol s  vinta? .,Sono cos  sormontati dal dolore?
trad_divina_commedia_inferno_2_3.csv,Ed elli a me   Questo misero modo,Ed egli a me   Questo stato miserabile   sopportato
trad_divina_commedia_inferno_2_3.csv,tegnon l anime triste di coloro,per le anime miserabili di coloro che vissero
trad_divina_commedia_inferno_2_3.csv,che visser sanza  nfamia e sanza lodo.,senza vergogna e senza lode.
trad_divina_commedia_inferno_2_3.csv,Mischiate sono a quel cattivo coro, Si mescolano con quella banda malvagia
trad_divina_commedia_inferno_2_3.csv,de li angeli che non furon ribelli,"degli angeli, non ribelli e non fedeli"
trad_divina_commedia_inferno_2_3.csv,"n  fur fedeli a Dio, ma per s  fuoro.","a Dio, che si   tenuto lontano."
trad_divina_commedia_inferno_2_3.csv,"Caccianli i ciel per non esser men belli,"," Dispiacendo di compromettere la sua bellezza, il Cielo li scaccia,"
trad_divina_commedia_inferno_2_3.csv,"n  lo profondo inferno li riceve,",e la profondit  dell Inferno non li riceve
trad_divina_commedia_inferno_2_3.csv,ch alcuna gloria i rei avrebber d elli .,perch  non gongolino per loro gli angeli malvagi. 
trad_divina_commedia_inferno_2_3.csv,"E io   Maestro, che   tanto greve","E io   Maestro, ci  che   cos  doloroso per loro,"
trad_divina_commedia_inferno_2_3.csv,a lor che lamentar li fa s  forte? .,che si lamentano cos  amaramente?. 
trad_divina_commedia_inferno_2_3.csv,Rispuose   Dicerolti molto breve.,Egli rispose   Posso dirtelo in poche parole.
trad_divina_commedia_inferno_2_3.csv,"Questi non hanno speranza di morte,","Non hanno speranza di morte,"
trad_divina_commedia_inferno_2_3.csv,"e la lor cieca vita   tanto bassa,",e la loro vita cieca   cos  abietta
trad_divina_commedia_inferno_2_3.csv,che  nvid osi son d ogne altra sorte.,che sono invidiosi di ogni altro popolo.
trad_divina_commedia_inferno_2_3.csv,Fama di loro il mondo esser non lassa , Il mondo non permette la loro segnalazione.
trad_divina_commedia_inferno_2_3.csv,misericordia e giustizia li sdegna ,Misericordia e giustizia li disprezzano.
trad_divina_commedia_inferno_2_3.csv,"non ragioniam di lor, ma guarda e passa .",Non parliamo di loro  guardate e passate!. 
trad_divina_commedia_inferno_2_3.csv,"E io, che riguardai, vidi una  nsegna","E io, tutti gli occhi, ho fatto uno striscione vorticoso"
trad_divina_commedia_inferno_2_3.csv,"che girando correva tanto ratta,",che correva cos  veloce sembrava come se
trad_divina_commedia_inferno_2_3.csv,che d ogne posa mi parea indegna ,Non ha mai trovato riposo.
trad_divina_commedia_inferno_2_3.csv,e dietro le ven a s  lunga tratta,Dietro   venuto cos  a lungo un file di persone
trad_divina_commedia_inferno_2_3.csv,"di gente, ch i  non averei creduto",che non potevo credere
trad_divina_commedia_inferno_2_3.csv,che morte tanta n avesse disfatta.,la morte ne aveva sciolti cos  tanti.
trad_divina_commedia_inferno_2_3.csv,"Poscia ch io v ebbi alcun riconosciuto,","Dopo aver riconosciuto alcuni di questi,"
trad_divina_commedia_inferno_2_3.csv,vidi e conobbi l ombra di colui,Ho visto e conosciuto l ombra di lui
trad_divina_commedia_inferno_2_3.csv,che fece per viltade il gran rifiuto.,"che, per vigliaccheria, ha fatto il grande rifiuto."
trad_divina_commedia_inferno_2_3.csv,Incontanente intesi e certo fui,Subito con certezza ho capito
trad_divina_commedia_inferno_2_3.csv,"che questa era la setta d i cattivi,",Questo era quell equipaggio senza valore.
trad_divina_commedia_inferno_2_3.csv,a Dio spiacenti e a  nemici sui.,odioso sia a Dio che ai Suoi nemici.
trad_divina_commedia_inferno_2_3.csv,"Questi sciaurati, che mai non fur vivi,","Questi miseri, che non sono mai stati vivi,"
trad_divina_commedia_inferno_2_3.csv,erano ignudi e stimolati molto,erano nudi e beset
trad_divina_commedia_inferno_2_3.csv,da mosconi e da vespe ch eran ivi.,pungente mosche e vespe
trad_divina_commedia_inferno_2_3.csv,"Elle rigavan lor di sangue il volto,","che hanno fatto scorrere i loro volti di sangue,"
trad_divina_commedia_inferno_2_3.csv,"che, mischiato di lagrime, a  lor piedi","che, mescolato con le loro lacrime,"
trad_divina_commedia_inferno_2_3.csv,da fastidiosi vermi era ricolto.,fu raccolto ai loro piedi da vermi odiosi.
trad_divina_commedia_inferno_2_3.csv,"E poi ch a riguardar oltre mi diedi,","E poi, fissando il mio sguardo piu  in la ,"
trad_divina_commedia_inferno_2_3.csv,vidi genti a la riva d un gran fiume ,"Vidi anime in piedi sulla riva di un fiume largo,"
trad_divina_commedia_inferno_2_3.csv,"per ch io dissi   Maestro, or mi concedi","e cos  dissi   Maestro, permettimi prima"
trad_divina_commedia_inferno_2_3.csv,"ch i  sappia quali sono, e qual costume", per sapere chi sono e poi quale legge interiore
trad_divina_commedia_inferno_2_3.csv,"le fa di trapassar parer s  pronte,","li rende cos  ansiosi di attraversare,"
trad_divina_commedia_inferno_2_3.csv,com i  discerno per lo fioco lume .,o cos  sembra in questa tenue luce. 
trad_divina_commedia_inferno_2_3.csv,Ed elli a me   Le cose ti fier conte,"Ed egli a me   Tu saprai queste cose,"
trad_divina_commedia_inferno_2_3.csv,quando noi fermerem li nostri passi,ma non prima di rimanere i nostri passi
trad_divina_commedia_inferno_2_3.csv,su la trista riviera d Acheronte .,sulla triste riva di Acheron. 
trad_divina_commedia_inferno_2_3.csv,"Allor con li occhi vergognosi e bassi,","Poi, i miei occhi abbassati dalla vergogna,"
trad_divina_commedia_inferno_2_3.csv,"temendo no  l mio dir li fosse grave,","temendo che le mie parole lo detestassero,"
trad_divina_commedia_inferno_2_3.csv,infino al fiume del parlar mi trassi.,Non ho parlato finche  non abbiamo raggiunto quel flusso.
trad_divina_commedia_inferno_2_3.csv,Ed ecco verso noi venir per nave,"E ora, venendo verso di noi su una barca,"
trad_divina_commedia_inferno_2_3.csv,"un vecchio, bianco per antico pelo,","un vecchio, i suoi capelli bianchi con l et , grid  "
trad_divina_commedia_inferno_2_3.csv,"gridando   Guai a voi, anime prave!","Guai a voi, anime malvagie,"
trad_divina_commedia_inferno_2_3.csv,Non isperate mai veder lo cielo ,Risparmia ogni speranza di vedere il paradiso.
trad_divina_commedia_inferno_2_3.csv,i  vegno per menarvi a l altra riva,"Sono venuto per portarti sull altra riva,"
trad_divina_commedia_inferno_2_3.csv,"ne le tenebre etterne, in caldo e  n gelo.","nelle tenebre eterne, nel calore e nel freddo."
trad_divina_commedia_inferno_2_3.csv,"E tu che se  cost , anima viva,"," E tu l , anima viva,"
trad_divina_commedia_inferno_2_3.csv,p rtiti da cotesti che son morti .,Allontanatevi da questi ora morti. 
trad_divina_commedia_inferno_2_3.csv,"Ma poi che vide ch io non mi partiva,","Ma quando ha visto che non mi muovevo,"
trad_divina_commedia_inferno_2_3.csv,"disse   Per altra via, per altri porti","disse   Per un altra via, un altra porta,"
trad_divina_commedia_inferno_2_3.csv,"verrai a piaggia, non qui, per passare ","Non qui, verrai a riva e attraverserai."
trad_divina_commedia_inferno_2_3.csv,pi  lieve legno convien che ti porti .,Una nave pi  leggera deve trasportarti. 
trad_divina_commedia_inferno_2_3.csv,"E  l duca lui   Caron, non ti crucciare ","E il mio capo   Charon, non tormentarti."
trad_divina_commedia_inferno_2_3.csv,vuolsi cos  col  dove si puote,"  cos  voluta dove la volont  e il potere sono uno,"
trad_divina_commedia_inferno_2_3.csv,"ci  che si vuole, e pi  non dimandare .",e non chiedere altro. 
trad_divina_commedia_inferno_2_3.csv,Quinci fuor quete le lanose gote,  Che ha fermato i guantoni  
trad_divina_commedia_inferno_2_3.csv,"al nocchier de la livida palude,","del pilota della palude livida,"
trad_divina_commedia_inferno_2_3.csv,che  ntorno a li occhi avea di fiamme rote.,i cui occhi bruciarono ruote di fuoco.
trad_divina_commedia_inferno_2_3.csv,"Ma quell anime, ch eran lasse e nude,","Ma quelle anime, nude e desolate,"
trad_divina_commedia_inferno_2_3.csv,"cangiar colore e dibattero i denti,",hanno perso il loro colore. Con i denti che chiacchierano
trad_divina_commedia_inferno_2_3.csv,ratto che  nteser le parole crude.,Hanno sentito le sue parole brutali.
trad_divina_commedia_inferno_2_3.csv,"Bestemmiavano Dio e lor parenti,","Hanno bestemmiato Dio, i loro genitori,"
trad_divina_commedia_inferno_2_3.csv,l umana spezie e  l loco e  l tempo e  l seme,"la razza umana, il luogo, il tempo, il seme"
trad_divina_commedia_inferno_2_3.csv,di lor semenza e di lor nascimenti.,della loro educazione e della loro nascita.
trad_divina_commedia_inferno_2_3.csv,"Poi si ritrasser tutte quante insieme,","Poi, piangendo amaramente, si unirono"
trad_divina_commedia_inferno_2_3.csv,"forte piangendo, a la riva malvagia",alla spiaggia maledetta che aspetta
trad_divina_commedia_inferno_2_3.csv,ch attende ciascun uom che Dio non teme.,per ogni uomo che non teme Dio.
trad_divina_commedia_inferno_2_3.csv,"Caron dimonio, con occhi di bragia","Carone il demone, con gli occhi di carboni ardenti,"
trad_divina_commedia_inferno_2_3.csv,"loro accennando, tutte le raccoglie ","li chiama, li raduna tutti a bordo,"
trad_divina_commedia_inferno_2_3.csv,batte col remo qualunque s adagia.,Colpisce chiunque si rallenti con il suo remo.
trad_divina_commedia_inferno_2_3.csv,Come d autunno si levan le foglie,"Proprio come in autunno le foglie cadono via,"
trad_divina_commedia_inferno_2_3.csv,"l una appresso de l altra, fin che  l ramo","uno, e poi un altro, fino al ramo"
